Racket,9,87.11111111111111,106.22222222222223,1740.0
SmPL,9,22.0,31.88888888888889,485.0
Vala,9,77.11111111111111,94.11111111111111,1541.0
Protocol Buffer,9,20.555555555555557,33.22222222222222,484.0
Nunjucks,8,48.125,99.625,1182.0
Liquid,8,89.875,183.875,2190.0
Verilog,8,48.625,73.625,978.0
Fluent,8,34.0,46.875,647.0
GDScript,8,24.625,40.375,520.0
Rebol,8,52.75,58.625,891.0
OpenEdge ABL,7,19.571428571428573,27.142857142857142,327.0
RobotFramework,7,53.714285714285715,66.85714285714286,844.0
Hy,7,100.71428571428571,120.71428571428571,1550.0
Processing,7,31.0,47.42857142857143,549.0
Haxe,7,67.14285714285714,85.0,1065.0
XS,7,506.42857142857144,765.5714285714286,8904.0
HiveQL,6,60.833333333333336,79.33333333333333,841.0
SAS,6,34.666666666666664,63.333333333333336,588.0
Module Management System,6,29.5,58.0,525.0
VHDL,6,98.5,115.16666666666667,1282.0
Dhall,6,152.0,179.5,1989.0
POV-Ray SDL,6,36.333333333333336,72.16666666666667,651.0
PEG.js,6,17.0,55.0,432.0
SystemVerilog,6,22.166666666666668,37.833333333333336,360.0
Eiffel,5,146.8,183.2,1650.0
OpenSCAD,5,91.4,113.6,1025.0
Classic ASP,5,28.0,39.8,339.0
Apex,5,313.4,383.6,3485.0
Io,5,83.6,101.0,923.0
IDL,5,341.4,410.6,3760.0
Logos,5,38.6,59.6,491.0
COBOL,5,26.8,40.0,334.0
Terra,5,38.2,70.6,544.0
Reason,5,24.4,47.6,360.0
ASP,5,308.2,671.6,4899.0
Augeas,4,5.75,47.25,212.0
ApacheConf,4,32.0,38.75,283.0
TLA,4,978.5,1384.0,9450.0
CUE,4,25.0,81.0,424.0
SaltStack,4,33.75,45.5,317.0
LiveScript,4,87.5,246.25,1335.0
Bikeshed,4,68.5,89.5,632.0
Earthly,4,37.5,61.5,396.0
LOLCODE,4,26.75,41.0,271.0
NewLisp,4,23.5,41.5,260.0
PureScript,4,116.5,133.5,1000.0
Markdown,4,132.5,724.25,3427.0
BASIC,4,124.75,147.75,1090.0
REXX,4,143.0,159.25,1209.0
ASL,4,234.0,434.75,2675.0
BitBake,4,71.0,87.75,635.0
kvlang,4,35.25,62.0,389.0
Nginx,4,49.75,63.5,453.0
Visual Basic 6.0,4,34.5,47.25,327.0
Bicep,4,24.75,37.0,247.0
Astro,4,29.75,40.25,280.0
Smali,3,17.0,29.333333333333332,139.0
E,3,7098.333333333333,11759.333333333334,56573.0
Slash,3,19.0,21.0,120.0
AutoHotkey,3,29.0,39.666666666666664,206.0
Stata,3,31.666666666666668,38.666666666666664,211.0
GCC Machine Description,3,0.0,2.3333333333333335,7.0
Fennel,3,133.33333333333334,160.66666666666666,882.0
Janet,3,137.66666666666666,157.66666666666666,886.0
Limbo,3,14.666666666666666,29.333333333333332,132.0
VCL,3,25.333333333333332,143.33333333333334,506.0
Coq,3,12.0,22.0,102.0
ReScript,3,27.333333333333332,48.666666666666664,228.0
StringTemplate,3,146.33333333333334,186.0,997.0
Sage,3,39.0,53.0,276.0
Nushell,3,38.333333333333336,46.666666666666664,255.0
Rez,3,26.0,39.333333333333336,196.0
MAXScript,3,64.0,88.66666666666667,458.0
Perl 6,3,80.0,99.0,537.0
KakouneScript,3,114.0,148.66666666666666,788.0
CodeQL,3,51.666666666666664,70.33333333333333,366.0
XQuery,3,23.666666666666668,31.0,164.0
Sieve,2,64.0,71.0,270.0
Closure Templates,2,49.0,68.0,234.0
G-code,2,52.0,92.5,289.0
YASnippet,2,77.5,175.0,505.0
Alloy,2,38.0,350.5,777.0
CLIPS,2,23.0,87.5,221.0
Cypher,2,16.0,33.0,98.0
Mermaid,2,10.5,22.5,66.0
RAML,2,105.5,145.0,501.0
Kaitai Struct,2,29.0,45.5,149.0
WebIDL,2,300.0,346.0,1292.0
Chapel,2,1.5,6.0,15.0
ColdFusion,2,1.5,6.0,15.0
SQF,2,2.0,13.0,30.0
SuperCollider,2,15.0,76.0,182.0
Red,2,16.5,18.5,70.0
J,2,120080.5,206693.0,653547.0
Vyper,2,12.0,16.5,57.0
Yul,2,22.0,26.5,97.0
Qt Script,2,51.0,90.5,283.0
AGS Script,2,18.5,27.5,92.0
Factor,2,162.0,175.0,674.0
XML,2,29.0,46.0,150.0
Pike,2,174.5,189.0,727.0
VBA,2,170.0,180.5,701.0
Modula-3,2,18.0,33.0,102.0
PigLatin,2,8.0,9.0,34.0
UnrealScript,2,24.0,49.0,146.0
Berry,2,41.0,98.0,278.0
Frege,2,59.0,113.0,344.0
Mercury,2,4.5,6.5,22.0
RPC,2,107.0,130.0,474.0
Riot,2,23.0,51.0,148.0
KRL,2,32.5,39.0,143.0
BrighterScript,2,115.0,144.0,518.0
Harbour,2,37.5,130.5,336.0
WGSL,2,52.0,79.5,263.0
Marko,2,15.0,72.5,175.0
Wren,2,93.0,100.0,386.0
RouterOS Script,2,93.0,100.0,386.0
Fancy,2,22.0,23.5,91.0
Game Maker Language,2,53.0,129.0,364.0
Elvish,2,16.5,27.0,87.0
Max,2,39.5,58.5,196.0
MLIR,2,74.0,105.5,359.0
APL,2,6.0,18.0,48.0
xBase,2,19.5,36.0,111.0
ABAP,2,51.5,69.0,241.0
SMT,1,7.0,9.0,16.0
Zephir,1,30.0,40.0,70.0
Volt,1,30.0,40.0,70.0
Velocity Template Language,1,73.0,94.0,167.0
NCL,1,40.0,71.0,111.0
Bro,1,1.0,2.0,3.0
Idris,1,1.0,2.0,3.0
Logtalk,1,2.0,10.0,12.0
Inform 7,1,2.0,10.0,12.0
ChucK,1,322.0,340.0,662.0
Fantom,1,322.0,340.0,662.0
PicoLisp,1,322.0,340.0,662.0
Genie,1,27.0,42.0,69.0
eC,1,173.0,208.0,381.0
Redcode,1,27.0,29.0,56.0
Xonsh,1,10.0,27.0,37.0
Singularity,1,18.0,22.0,40.0
1C Enterprise,1,70.0,100.0,170.0
D2,1,48.0,51.0,99.0
Asymptote,1,0.0,1.0,1.0
Typst,1,234.0,245.0,479.0
CWeb,1,6.0,18.0,24.0
SRecode Template,1,17.0,74.0,91.0
Parrot,1,37.0,47.0,84.0
Nu,1,537.0,984.0,1521.0
AngelScript,1,37.0,47.0,84.0
CAP CDS,1,37.0,47.0,84.0
Boo,1,106.0,227.0,333.0
Arc,1,7.0,8.0,15.0
Component Pascal,1,9.0,14.0,23.0
SugarSS,1,16.0,48.0,64.0
mIRC Script,1,27.0,32.0,59.0
Cool,1,6.0,27.0,33.0
Csound Document,1,33.0,41.0,74.0
AspectJ,1,21.0,23.0,44.0
Nearley,1,122.0,230.0,352.0
Cairo,1,195.0,355.0,550.0
Circom,1,195.0,355.0,550.0
Brightscript,1,27.0,38.0,65.0
Nemerle,1,27.0,38.0,65.0
Xtend,1,10.0,11.0,21.0
Pyret,1,21.0,37.0,58.0
Pan,1,41.0,45.0,86.0
Slice,1,27.0,33.0,60.0
YARA,1,34.0,38.0,72.0
OpenQASM,1,127.0,138.0,265.0
Objective-J,1,191.0,198.0,389.0
Smithy,1,145.0,186.0,331.0
AL,1,538.0,1093.0,1631.0
Agda,1,3.0,24.0,27.0
Dafny,1,3.0,24.0,27.0
V,1,29469.0,52804.0,82273.0
DM,1,3.0,24.0,27.0
Isabelle,1,3.0,24.0,27.0
AutoIt,1,3.0,24.0,27.0
Shen,1,3.0,24.0,27.0
Clean,1,3.0,24.0,27.0
MoonScript,1,3.0,24.0,27.0
Futhark,1,15.0,15.0,30.0
Faust,1,47.0,56.0,103.0
BlitzBasic,1,47.0,80.0,127.0
AsciiDoc,1,35.0,55.0,90.0
JSONiq,1,34.0,60.0,94.0
Zeek,1,50.0,57.0,107.0
API Blueprint,1,18.0,21.0,39.0
DenizenScript,1,6.0,8.0,14.0
Monkey C,1,11.0,16.0,27.0
Common Workflow Language,1,10.0,11.0,21.0
Move,1,48.0,64.0,112.0
JSON,1,58.0,87.0,145.0
XC,1,43.0,61.0,104.0
nesC,1,10.0,52.0,62.0
