Shell,2957,66.57253973621914,112.32160973960094,528990.0
JavaScript,2807,59.02743142144639,102.43427146419666,453223.0
HTML,2457,57.42653642653643,100.25559625559626,387425.0
Python,2428,58.6832784184514,101.07742998352553,387899.0
CSS,1824,64.68914473684211,119.18201754385964,335381.0
Makefile,1430,61.10979020979021,99.58111888111888,229788.0
C,1228,268.7247557003257,470.32654723127035,907555.0
Dockerfile,1228,66.52931596091206,110.18648208469055,217007.0
Ruby,915,70.97158469945356,108.26120218579236,163998.0
Jupyter Notebook,826,26.75423728813559,46.43462469733656,60454.0
TypeScript,813,56.17835178351783,103.1980319803198,129573.0
C++,771,66.66407263294423,113.01945525291829,138536.0
Java,752,274.18882978723406,472.530585106383,561533.0
Batchfile,608,57.014802631578945,95.79605263157895,92909.0
Go,519,59.97880539499037,95.65703275529866,80775.0
Objective-C,507,69.59763313609467,118.51479289940828,95373.0
Missing,442,286.26018099547514,402.5542986425339,304456.0
SCSS,437,59.42562929061785,116.79633867276888,77009.0
PHP,424,50.81132075471698,87.90801886792453,58817.0
CMake,410,59.9780487804878,95.34634146341463,63683.0
PowerShell,302,51.44039735099338,83.14238410596026,40644.0
Swift,300,90.59,142.42,69903.0
Perl,232,64.75,109.76293103448276,40487.0
Rust,199,79.25125628140704,123.78391959798995,40404.0
Roff,191,50.424083769633505,77.01047120418848,24340.0
Lua,189,75.46031746031746,135.43915343915344,39860.0
Kotlin,179,65.43575418994413,100.25698324022346,29659.0
Less,176,36.03977272727273,104.6534090909091,24762.0
Assembly,175,50.857142857142854,88.0,24300.0
Vue,158,37.39873417721519,108.4367088607595,23042.0
Smarty,152,43.56578947368421,68.05263157894737,16966.0
Objective-C++,149,44.86577181208054,75.81208053691275,17981.0
CoffeeScript,146,50.78767123287671,90.70547945205479,20658.0
Vim Script,144,111.75,159.53472222222223,39065.0
TeX,140,46.628571428571426,92.67857142857143,19503.0
R,131,825.0305343511451,1262.8778625954199,273516.0
Starlark,122,54.377049180327866,76.18852459016394,15929.0
Handlebars,115,67.13913043478261,115.31304347826087,20982.0
Groovy,107,59.2803738317757,110.38317757009345,18154.0
M4,102,44.90196078431372,68.38235294117646,11555.0
Scala,99,64.64646464646465,110.60606060606061,17350.0
Cuda,97,73.3298969072165,118.73195876288659,18630.0
Emacs Lisp,94,61.04255319148936,103.18085106382979,15437.0
GLSL,90,43.888888888888886,104.53333333333333,13358.0
MDX,85,56.4,106.55294117647058,13851.0
Mustache,85,58.71764705882353,95.67058823529412,13123.0
XSLT,83,39.036144578313255,58.80722891566265,8121.0
Cython,82,56.09756097560975,99.51219512195122,12760.0
HCL,81,52.51851851851852,100.65432098765432,12407.0
Jinja,75,57.14666666666667,92.62666666666667,11233.0
MATLAB,75,50.85333333333333,71.84,9202.0
Procfile,74,56.0945945945946,83.36486486486487,10320.0
Nix,72,56.43055555555556,93.31944444444444,10782.0
Yacc,72,39.513888888888886,65.94444444444444,7593.0
PLpgSQL,70,56.31428571428572,83.9,9815.0
Gherkin,65,58.56923076923077,86.4,9423.0
EJS,60,47.31666666666667,80.26666666666667,7655.0
Clojure,60,62.2,117.16666666666667,10762.0
Rich Text Format,57,49.07017543859649,72.64912280701755,6938.0
Blade,55,43.14545454545455,75.87272727272727,6546.0
NSIS,50,32.9,61.66,4728.0
Haskell,50,87.24,135.32,11128.0
Dart,50,93.2,160.5,12685.0
Awk,49,53.285714285714285,72.91836734693878,6184.0
Lex,46,33.608695652173914,55.97826086956522,4121.0
Pug,45,51.51111111111111,133.33333333333334,8318.0
ANTLR,39,36.69230769230769,94.64102564102564,5122.0
Hack,39,25.487179487179485,38.743589743589745,2505.0
Tcl,38,83.71052631578948,112.65789473684211,7462.0
Stylus,37,61.972972972972975,109.1891891891892,6333.0
Thrift,37,44.78378378378378,60.513513513513516,3896.0
Erlang,36,41.166666666666664,76.47222222222223,4235.0
Sass,36,63.97222222222222,121.0,6659.0
Meson,36,63.72222222222222,82.80555555555556,5275.0
QMake,36,43.388888888888886,56.638888888888886,3601.0
GDB,35,76.31428571428572,137.71428571428572,7491.0
Inno Setup,35,38.65714285714286,66.25714285714285,3672.0
TSQL,34,65.88235294117646,123.38235294117646,6435.0
Svelte,34,44.55882352941177,125.91176470588235,5796.0
FreeMarker,34,38.35294117647059,54.588235294117645,3160.0
Elixir,34,150.0,188.91176470588235,11523.0
Pascal,34,67.23529411764706,94.5,5499.0
Julia,33,55.09090909090909,96.72727272727273,5010.0
HLSL,31,40.774193548387096,113.19354838709677,4773.0
Smalltalk,30,56.03333333333333,72.36666666666666,3852.0
Scheme,29,61.0,80.0,4089.0
Jsonnet,28,52.892857142857146,101.32142857142857,4318.0
AppleScript,28,25.535714285714285,70.64285714285714,2693.0
sed,28,49.17857142857143,67.75,3274.0
PLSQL,26,37.53846153846154,48.0,2224.0
QML,26,37.38461538461539,58.5,2493.0
Mako,24,46.458333333333336,80.625,3050.0
F,24,355.1666666666667,526.5416666666666,21161.0
Visual Basic .NET,23,70.69565217391305,174.95652173913044,5650.0
ActionScript,23,140.08695652173913,194.08695652173913,7686.0
Haml,23,95.17391304347827,173.0,6168.0
OCaml,22,39.77272727272727,58.27272727272727,2157.0
NASL,22,33.59090909090909,54.18181818181818,1931.0
Fortran,22,20.681818181818183,36.68181818181818,1262.0
Twig,21,61.714285714285715,85.66666666666667,3095.0
DTrace,21,178.14285714285714,316.14285714285717,10380.0
Common Lisp,20,46.05,92.1,2763.0
PostScript,20,46.7,59.35,2121.0
DIGITAL Command Language,20,26.75,53.45,1604.0
Raku,20,44.5,58.3,2056.0
SWIG,20,67.3,95.6,3258.0
Solidity,20,59.75,99.35,3182.0
Standard ML,19,43.26315789473684,56.73684210526316,1900.0
GAP,19,47.21052631578947,72.10526315789474,2267.0
D,19,5435.105263157895,9035.894736842105,274949.0
VBScript,18,35.111111111111114,56.111111111111114,1642.0
SourcePawn,18,27.61111111111111,36.27777777777778,1150.0
Ragel,18,55.77777777777778,72.33333333333333,2306.0
Gnuplot,18,73.55555555555556,105.55555555555556,3224.0
Prolog,18,48.611111111111114,64.55555555555556,2037.0
LLVM,17,50.05882352941177,83.0,2262.0
ShaderLab,17,54.1764705882353,136.94117647058823,3249.0
Slim,16,150.125,233.875,6144.0
WebAssembly,16,52.75,98.375,2418.0
ASP.NET,15,81.73333333333333,195.6,4160.0
Pawn,15,69.06666666666666,88.8,2368.0
AIDL,14,69.28571428571429,84.35714285714286,2151.0
Ada,14,63.0,84.21428571428571,2061.0
Nim,14,98.0,120.78571428571429,3063.0
Elm,14,54.785714285714285,68.85714285714286,1731.0
Just,14,54.357142857142854,77.78571428571429,1850.0
Vim Snippet,13,72.07692307692308,105.6923076923077,2311.0
Metal,13,38.46153846153846,61.61538461538461,1301.0
Mathematica,13,21.76923076923077,35.61538461538461,746.0
Visual Basic,12,217.5,446.75,7971.0
Groff,12,10.5,20.083333333333332,367.0
Cap'n Proto,12,24.833333333333332,37.916666666666664,753.0
Scilab,12,36.333333333333336,71.25,1291.0
Brainfuck,12,38.833333333333336,52.833333333333336,1100.0
PureBasic,11,51.45454545454545,91.0909090909091,1568.0
Puppet,11,48.27272727272727,84.18181818181819,1457.0
Open Policy Agent,11,59.90909090909091,80.54545454545455,1545.0
SQLPL,10,129.4,149.2,2786.0
Forth,10,56.0,75.6,1316.0
Crystal,10,59.9,83.1,1430.0
jq,10,100.5,239.0,3395.0
M,10,40996.9,65547.4,1065443.0
Zig,10,69.7,107.1,1768.0
RenderScript,10,40.8,60.8,1016.0
AMPL,9,47.55555555555556,74.55555555555556,1099.0
Euphoria,9,42.333333333333336,62.666666666666664,945.0
q,9,270.0,528.0,7182.0
